Condition	USMLE Classic Presentation	Pathophysiology	Epidemiology	Salient Signs & Symptoms	Time Course	Differential	Diagnostics	Treatment	Never Miss	More Info																
Fibular Hemimelia	Infant or child with limb length discrepancy, ankle valgus deformity, and absent or hypoplastic lateral foot rays; most common congenital long bone deficiency	Congenital longitudinal deficiency of fibula ranging from partial hypoplasia to complete absence; associated femoral and tibial shortening, ankle instability, foot ray deficiency	Most common congenital long bone deficiency; incidence approximately 1 in 50,000 live births; usually unilateral; male predominance	Limb length discrepancy that increases with growth, ankle valgus and instability, foot deformity with absent lateral rays, knee valgus from lateral tibial plateau hypoplasia, femoral shortening in 85%	Present at birth; progressive limb length discrepancy with growth; proportional shortening in most cases	Tibial hemimelia, proximal femoral focal deficiency, congenital short femur, posteromedial tibial bowing	Clinical examination and radiographs showing fibular deficiency, tibial bowing, ankle mortise abnormality, foot ray count; full-length lower extremity radiographs to assess limb length discrepancy	Treatment based on foot ray count and limb length discrepancy; limb salvage with reconstruction for 4-5 rays; amputation with Syme or Boyd procedure for severe deformity with fewer than 3 rays; limb lengthening procedures for salvageable limbs	N	https://orthoinfo.aaos.org/en/diseases--conditions/fibular-hemimelia/																
Ganglion Cyst	Painless fluctuating soft tissue mass on dorsal or volar wrist; transilluminates with light; most common hand and wrist mass	Benign mucin-filled cyst connected to joint capsule or tendon sheath by narrow stalk; exact etiology unclear; does not undergo malignant transformation	Most common soft tissue mass of hand and wrist; can occur at any age but peak in young to middle-aged adults; female predominance	Fluctuating soft tissue mass most commonly dorsal wrist, volar wrist, dorsal distal interphalangeal joint, or volar metacarpophalangeal joint; transillumination positive; may cause pain or discomfort; size varies over time	Variable; may spontaneously resolve, remain stable, or fluctuate in size over months to years	Lipoma, giant cell tumor of tendon sheath, epidermoid inclusion cyst, vascular malformation, soft tissue sarcoma, intraosseous ganglion	Clinical diagnosis with transillumination and aspiration yielding clear gelatinous fluid; ultrasonography shows cystic lesion; magnetic resonance imaging reserved for atypical presentations or concern for solid tumor	Observation first-line as over 50% resolve spontaneously; aspiration with or without corticosteroid injection for symptomatic cysts with 35-70% recurrence; surgical excision including stalk for persistent symptoms with 7-39% recurrence	N	https://www.assh.org/handcare/condition/ganglion-cyst																
Genu Valgum (Knock Knees)	Child age 3-4 years with knees touching when standing; physiologic variant in most cases; "windswept deformity" if asymmetric	Physiologic developmental variant with peak valgus at age 3-4 years; pathologic causes include skeletal dysplasia, metabolic bone disease, trauma, infection, tumor	Physiologic genu valgum affects majority of children age 3-4 years; pathologic genu valgum less common; slight female predominance for physiologic variant	Knees touch when standing with ankles separated, intermalleolar distance measured with knees together, mechanical tibiofemoral angle measurement, typically painless unless pathologic	Physiologic: develops age 2-3 years, peaks age 3-4 years with valgus up to 12 degrees, spontaneous resolution by age 7-8 years; pathologic: progressive or persistent beyond age 8	Physiologic genu valgum, skeletal dysplasia, rickets, renal osteodystrophy, post-traumatic growth arrest, juvenile idiopathic arthritis, multiple epiphyseal dysplasia	Clinical examination with intermalleolar distance; standing anteroposterior full-length lower extremity radiographs measuring mechanical tibiofemoral angle and mechanical axis deviation; metabolic workup if pathologic suspected	Observation for physiologic variant; treatment of underlying condition for pathologic cases; guided growth with tension band plating or stapling for progressive deformity; corrective osteotomy for severe or skeletally mature patients	N	https://orthoinfo.aaos.org/en/diseases--conditions/knock-knees-genu-valgum/																
Genu Varum (Bow Legs)	Infant or toddler with bowed legs and gap between knees when standing; physiologic in children under 18 months; "Blount disease" if pathologic	Physiologic developmental variant common in infants; pathologic causes include Blount disease with abnormal medial proximal tibial growth plate, rickets, skeletal dysplasia	Physiologic genu varum present in most infants; peaks before 18 months then improves; pathologic genu varum including infantile Blount disease more common in early walkers, African ancestry, obesity	Bowed appearance of legs, gap between knees when ankles together, metaphyseal-diaphyseal angle measured on radiographs, typically painless unless pathologic; Blount disease shows medial tibial plateau depression	Physiologic: present at birth, peaks by 18 months, spontaneous resolution by 24-30 months; pathologic: progressive beyond 24 months or worsening deformity	Physiologic genu varum, infantile Blount disease, rickets, achondroplasia, focal fibrocartilaginous dysplasia, metaphyseal chondrodysplasia, osteogenesis imperfecta	Clinical examination with intercondylar distance; standing anteroposterior radiographs measuring metaphyseal-diaphyseal angle and tibiofemoral angle; metabolic workup including alkaline phosphatase, vitamin D, parathyroid hormone if rickets suspected	Observation for physiologic variant; bracing controversial for early Blount disease; corrective osteotomy for progressive Blount disease or pathologic bowing; treatment of underlying metabolic condition	N	https://orthoinfo.aaos.org/en/diseases--conditions/bow-legs-blounts-disease/																
Giant Cell Arteritis	Woman over 70 with new headache, jaw claudication, and vision loss; elevated erythrocyte sedimentation rate over 50	Granulomatous vasculitis of large and medium arteries, particularly cranial branches of aorta; interleukin-6 and interferon-gamma mediated inflammation via JAK-STAT pathway	Most common primary vasculitis in adults; affects almost exclusively those 50 years or older; mean age over 70; more common in women; prevalence 51 per 100,000 persons over 50	New temporal headache, scalp tenderness, jaw or tongue claudication, sudden visual loss, temporal artery abnormality on exam; often associated with polymyalgia rheumatica (shoulder and neck morning stiffness); constitutional symptoms	Subacute onset over weeks; requires urgent diagnosis to prevent irreversible vision loss	Polymyalgia rheumatica, other vasculitides, temporal arteritis mimics (dental conditions, temporomandibular disorders, migraine, trigeminal neuralgia), malignancy, infection	Elevated erythrocyte sedimentation rate (typically over 50) or C-reactive protein (over 10 mg/L); temporal artery biopsy (gold standard but imperfect sensitivity) or temporal artery ultrasound showing halo sign; vascular imaging for large vessel involvement	High-dose glucocorticoids (prednisone 40 to 60 mg daily) tapered over 1 year or more; tocilizumab (interleukin-6 receptor inhibitor) is FDA-approved glucocorticoid-sparing agent; upadacitinib (JAK-1 inhibitor) recently FDA-approved	Y	https://www.uptodate.com/contents/clinical-manifestations-and-diagnosis-of-giant-cell-arteritis																
Giant Cell Tumor of Bone	Young adult with eccentric lytic lesion extending to subchondral bone at distal femur or proximal tibia; "soap bubble" appearance on radiograph	Benign but locally aggressive tumor composed of multinucleated giant cells and mononuclear stromal cells; RANK-RANKL pathway activation drives osteoclast-like giant cell formation; H3F3A mutations in 90%	Accounts for 5% of primary bone tumors; peak age 20-40 years; slight female predominance; 50% occur around knee; rare before physeal closure	Pain and swelling at affected joint, pathologic fracture in 10-30%, restricted range of motion; eccentric epiphyseal location extending to articular surface after skeletal maturity	Gradual onset over months; locally aggressive with bone destruction; 1-2% metastasize to lungs despite benign histology; 5-10% local recurrence after curettage	Aneurysmal bone cyst, chondroblastoma, osteosarcoma, brown tumor of hyperparathyroidism, telangiectatic osteosarcoma	Radiographs show eccentric lytic lesion in epiphysis extending to subchondral bone without sclerotic rim; magnetic resonance imaging for surgical planning; computed tomography chest to exclude pulmonary metastases; biopsy confirms diagnosis	Intralesional curettage with local adjuvants including phenol, liquid nitrogen, or argon beam; bone grafting or cement reconstruction; en bloc resection for expendable bones or recurrent tumors; denosumab for unresectable or metastatic disease	N	https://orthoinfo.aaos.org/en/diseases--conditions/giant-cell-tumor-of-bone/																
Glenohumeral Dislocation	Young adult with shoulder pain after trauma; arm held in abduction and external rotation; "squared-off" shoulder contour; anterior dislocation in 95%	Humeral head displacement from glenoid fossa; anterior dislocation from abduction, extension, external rotation force; posterior from axial load on adducted, internally rotated arm or seizure; associated injuries include Bankart lesion, Hill-Sachs lesion, rotator cuff tear, axillary nerve injury	Accounts for 50% of all joint dislocations; incidence 23.9 per 100,000 person-years; male predominance; peak age 20-30 years; 95% anterior, 2-4% posterior, less than 1% inferior	Severe shoulder pain, inability to move arm, visible deformity with loss of normal shoulder contour, arm held in characteristic position; anterior: abduction and external rotation; posterior: adduction and internal rotation; assess axillary nerve function	Acute onset following trauma; high recurrence risk especially in young patients; first-time dislocation recurrence rate 70-90% in patients under 20 years	Shoulder fracture, acromioclavicular separation, rotator cuff tear, proximal humerus fracture-dislocation	Anteroposterior, scapular Y, and axillary radiographic views before and after reduction; computed tomography or magnetic resonance imaging for associated fractures, labral tears, rotator cuff injury; assess neurovascular status especially axillary nerve	Closed reduction with adequate analgesia and muscle relaxation; immobilization in sling for 2-4 weeks; physical therapy; surgical stabilization for recurrent dislocations, young athletes, significant bone loss, or associated rotator cuff tear	Y	https://orthoinfo.aaos.org/en/diseases--conditions/shoulder-dislocation/																
Glycogen Storage Disease Type I (Von Gierke Disease)	Infant with severe fasting hypoglycemia, hepatomegaly, lactic acidosis, hyperuricemia, and hyperlipidemia; "doll-like" facies with fat cheeks	Deficiency of glucose-6-phosphatase enzyme preventing final step of gluconeogenesis and glycogenolysis; causes severe fasting hypoglycemia, lactic acidosis, and glycogen accumulation in liver and kidneys	Most common glycogen storage disease affecting gluconeogenesis; incidence 1 in 100,000 live births; autosomal recessive inheritance; type Ia accounts for 80% with G6PC mutations, type Ib 20% with G6PT mutations	Severe fasting hypoglycemia within 3-4 hours, massive hepatomegaly, growth retardation, doll-like facies with fat cheeks, protuberant abdomen, delayed puberty, lactic acidosis, hyperuricemia, hyperlipidemia, recurrent infections in type Ib	Presents in infancy with hypoglycemia and hepatomegaly; lifelong condition requiring continuous dietary management; complications include hepatic adenomas, gout, chronic kidney disease, osteoporosis	Other glycogen storage diseases, hereditary fructose intolerance, fatty acid oxidation disorders, organic acidemias	Hypoglycemia with inappropriately low ketones, elevated lactate, hyperuricemia, hypertriglyceridemia, elevated transaminases; genetic testing for G6PC or G6PT mutations; liver biopsy shows glycogen accumulation but rarely needed	Frequent feeding with cornstarch to prevent hypoglycemia; continuous overnight gastric drip feeding in infants; avoid fructose and galactose; allopurinol for hyperuricemia; lipid-lowering agents; surveillance for hepatic adenomas with imaging	N	https://www.ncbi.nlm.nih.gov/books/NBK1312/																
Glycogen Storage Disease Type II (Pompe Disease)	Infant with hypotonia, cardiomegaly, macroglossia, and respiratory distress; "floppy baby" with massive cardiomegaly on chest radiograph	Deficiency of acid alpha-glucosidase enzyme causing lysosomal glycogen accumulation in all tissues, particularly cardiac and skeletal muscle; autosomal recessive GAA gene mutations	Incidence 1 in 40,000 live births for infantile form; late-onset form more common; autosomal recessive inheritance; higher prevalence in African American and Chinese populations	Infantile form: hypotonia, feeding difficulties, failure to thrive, macroglossia, massive cardiomegaly, hepatomegaly, respiratory distress, death by age 2 years without treatment; late-onset: progressive proximal muscle weakness, respiratory insufficiency, no cardiac involvement	Infantile form presents first few months of life with rapid progression; late-onset presents childhood to adulthood with slow progression over years to decades	Spinal muscular atrophy, congenital myopathies, mitochondrial disorders, other glycogen storage diseases, endocardial fibroelastosis, dilated cardiomyopathy	Elevated creatine kinase; markedly elevated urine glucose tetrasaccharide; low or absent acid alpha-glucosidase activity in dried blood spot or fibroblasts; genetic testing for GAA mutations; electromyography shows myopathic pattern with myotonic discharges; muscle biopsy shows vacuolar myopathy	Enzyme replacement therapy with alglucosidase alfa improves survival and cardiac function in infantile form; supportive care including respiratory support, physical therapy, nutritional support; newborn screening implemented in many states	Y	https://www.ncbi.nlm.nih.gov/books/NBK1261/																
Glycogen Storage Disease Type III (Cori Disease)	Child with hepatomegaly, growth retardation, and fasting hypoglycemia milder than Von Gierke disease; normal lactate and uric acid	Deficiency of glycogen debranching enzyme causing accumulation of abnormal glycogen with short outer branches; affects liver and muscle in type IIIa, liver only in type IIIb; autosomal recessive AGL gene mutations	Third most common glycogen storage disease; incidence 1 in 100,000 live births; autosomal recessive inheritance; type IIIa accounts for 85%, type IIIb 15%	Hepatomegaly, growth retardation, fasting hypoglycemia less severe than type I, hyperlipidemia, elevated transaminases; progressive myopathy and cardiomyopathy in type IIIa; hepatomegaly often improves after puberty	Presents in infancy or early childhood; hepatomegaly often improves after puberty as gluconeogenesis matures; progressive muscle weakness and cardiomyopathy develop in adulthood in type IIIa	Glycogen storage disease types I, VI, IX, fatty acid oxidation disorders, other causes of hepatomegaly	Fasting hypoglycemia with elevated ketones, normal lactate and uric acid, hyperlipidemia, elevated creatine kinase in type IIIa; genetic testing for AGL mutations; liver biopsy shows glycogen with short outer branches; enzyme assay in liver, muscle, or fibroblasts	Frequent high-protein meals, cornstarch supplementation to prevent hypoglycemia; high-protein diet may benefit muscle disease; cardiac monitoring for cardiomyopathy; liver transplantation rarely needed for hepatic complications	N	https://www.ncbi.nlm.nih.gov/books/NBK1116/																
Glycogen Storage Disease Type V (McArdle Disease)	Adolescent or young adult with exercise intolerance, muscle cramps, myoglobinuria after intense exercise; "second wind" phenomenon with improved exercise tolerance after brief rest	Deficiency of muscle glycogen phosphorylase enzyme preventing glycogen breakdown in skeletal muscle; autosomal recessive PYGM gene mutations; muscle cannot utilize glycogen for energy during exercise	Most common glycogen storage disease affecting muscle; prevalence 1 in 100,000; autosomal recessive inheritance; presents adolescence to early adulthood	Exercise intolerance, muscle cramps and pain with strenuous activity, myoglobinuria after intense exercise, second wind phenomenon with improved tolerance after brief rest, fixed weakness in some patients, elevated creatine kinase at baseline	Symptoms typically begin adolescence or early adulthood; lifelong condition; acute rhabdomyolysis risk with intense exercise; some develop fixed proximal weakness in later life	Other metabolic myopathies, mitochondrial disorders, muscular dystrophies, inflammatory myopathies, malignant hyperthermia	Elevated creatine kinase at baseline, further elevated after exercise; myoglobinuria with intense exercise; ischemic forearm exercise test shows no rise in lactate with flat venous lactate curve; genetic testing for PYGM mutations; muscle biopsy shows subsarcolemmal glycogen accumulation, absent phosphorylase staining	Avoid intense isometric exercise; moderate aerobic exercise beneficial; oral sucrose before exercise may help; high-protein diet; creatine supplementation may improve exercise capacity; no specific enzyme replacement therapy available	N	https://www.ncbi.nlm.nih.gov/books/NBK1344/																
Gout	Middle-aged man with sudden onset severe pain, erythema, and swelling of first metatarsophalangeal joint; "podagra"; history of hyperuricemia	Monosodium urate crystal deposition in joints and soft tissues from chronic hyperuricemia; crystals trigger innate immune response via NLRP3 inflammasome activation causing acute inflammatory arthritis	Prevalence 3.9% in United States adults; male predominance 3-4:1; increases with age; risk factors include hyperuricemia, obesity, alcohol, high-purine diet, diuretics, chronic kidney disease	Acute monosodium urate crystal arthritis with severe pain, erythema, warmth, swelling; first metatarsophalangeal joint in 50% of initial attacks; podagra; polyarticular in 10-20%; chronic tophaceous gout with subcutaneous deposits; kidney stones	Acute flares last days to weeks without treatment; intercritical periods asymptomatic; chronic tophaceous gout develops after years of recurrent flares without urate-lowering therapy	Pseudogout, septic arthritis, cellulitis, trauma, osteoarthritis, rheumatoid arthritis, reactive arthritis, psoriatic arthritis	Synovial fluid analysis showing negatively birefringent needle-shaped monosodium urate crystals; synovial fluid white blood cell count typically 2,000-100,000 per microliter; serum uric acid often elevated but may be normal during acute flare; dual-energy computed tomography or ultrasound shows urate deposits	Acute flare: nonsteroidal anti-inflammatory drugs, colchicine, or glucocorticoids; urate-lowering therapy with allopurinol or febuxostat for recurrent flares, tophi, chronic kidney disease, or urolithiasis; target serum uric acid less than 6 milligrams per deciliter	N	https://www.rheumatology.org/patients/gout																
Greater Trochanteric Pain Syndrome (Trochanteric Bursitis)	Middle-aged woman with lateral hip pain worse with lying on affected side, climbing stairs, or prolonged standing; tenderness over greater trochanter; Trendelenburg gait	Encompasses gluteus medius and minimus tendinopathy or tears, trochanteric bursitis, iliotibial band friction, external snapping hip; not primarily bursitis; degenerative tendon changes with failed healing response	Affects 10 to 25 percent of general population; female to male ratio 4 to 1; peak incidence 40 to 60 years; risk factors include obesity, leg length discrepancy, lumbar spine disease	Lateral hip pain; pain worse with lying on affected side or climbing stairs; tenderness over greater trochanter; positive resisted external rotation test; Trendelenburg gait or positive Trendelenburg test; pain with flexion abduction external rotation test	Insidious onset over weeks to months; chronic course	Hip osteoarthritis, lumbar radiculopathy, iliotibial band syndrome, stress fracture, avascular necrosis, referred pain from spine	Clinical diagnosis: lateral hip pain, tenderness over greater trochanter, pain with flexion abduction external rotation test; ultrasound or magnetic resonance imaging to evaluate for gluteus medius tears if not responding to conservative therapy	Activity modification; physical therapy with hip abductor strengthening; nonsteroidal anti-inflammatory drugs; trochanteric bursa corticosteroid injection; extracorporeal shockwave therapy; surgical repair for full-thickness gluteus medius tears	N	https://www.uptodate.com/contents/greater-trochanteric-pain-syndrome																
Guyon Canal Syndrome	Adult with numbness in ring and small fingers, weakness of hand intrinsic muscles, and history of repetitive wrist trauma or ganglion cyst; spares dorsal hand sensation	Compression of ulnar nerve at wrist as it passes through Guyon canal; causes include ganglion cyst, trauma, repetitive compression, anatomic variants, fractures	Rare compressive neuropathy; most common in males, office workers, and those with repetitive wrist activities; ganglion cyst most common cause in surgical series	Zone I: motor and sensory deficits with weakness of all ulnar-innervated hand muscles and numbness in ulnar distribution; Zone II: isolated motor deficits with claw hand deformity; Zone III: isolated sensory deficits; dorsal hand sensation preserved	Gradual onset over weeks to months; symptoms may progress with continued compression	Cubital tunnel syndrome, C8 radiculopathy, thoracic outlet syndrome, carpal tunnel syndrome, ulnar nerve compression at other sites	Clinical diagnosis with zone-specific pattern; nerve conduction studies show slowing across wrist; ultrasonography or magnetic resonance imaging identifies space-occupying lesions like ganglion cyst	Conservative: activity modification, splinting; surgical: decompression of Guyon canal with excision of space-occupying lesions; early decompression improves recovery	N	https://www.assh.org/handcare/condition/ulnar-tunnel-syndrome																
Hallux Valgus (Bunion)	Middle-aged woman with painful medial prominence at first metatarsophalangeal joint; difficulty with shoe wear; progressive lateral deviation of great toe; "bunion deformity"	Lateral deviation of hallux with medial deviation of first metatarsal; multifactorial etiology including genetic predisposition, improper footwear, biomechanical factors; pronation deformity from first tarsometatarsal joint rotation; progressive subluxation of first metatarsophalangeal joint	Affects up to 23 percent of adults aged 18 to 65 years and 36 percent over 65 years; female to male ratio greater than 4 to 1; bilateral in majority of cases	Medial prominence (bunion) at first metatarsophalangeal joint; lateral deviation of great toe; pain with shoe wear; callus formation; limited range of motion; pronation of hallux; overlapping second toe in severe cases	Chronic progressive over years; worsens without intervention	Gout, rheumatoid arthritis, sesamoiditis, first metatarsophalangeal joint arthritis, stress fracture	Weightbearing radiographs: hallux valgus angle (normal less than 15 degrees), first-second intermetatarsal angle (normal less than 9 degrees), proximal articular set angle; assess joint congruity and degenerative changes	Conservative: wide toe-box shoes, padding, orthotics, nonsteroidal anti-inflammatory drugs; Surgical: various osteotomies (distal, proximal, or combined) based on deformity severity; arthrodesis for severe arthritis	N	https://www.uptodate.com/contents/hallux-valgus																
Herniated Nucleus Pulposus	Adult with acute low back pain radiating down leg; pain worse with sitting, coughing, sneezing; positive straight leg raise; dermatomal sensory loss and weakness	Degenerative changes or external forces cause annular tear with nucleus pulposus extrusion; herniated material compresses nerve root or dura mater; L4-L5 and L5-S1 most common levels	Common cause of radicular pain; affects adults; peak incidence 30 to 50 years; male predominance	Low back pain radiating down leg in dermatomal distribution; pain worse with sitting, Valsalva, forward flexion; positive straight leg raise; dermatomal sensory loss; motor weakness; diminished reflexes; cauda equina syndrome rare but emergent	Acute onset over hours to days; may have chronic course with exacerbations	Lumbar radiculopathy from other causes, spinal stenosis, piriformis syndrome, peripheral neuropathy, cauda equina syndrome, tumor, infection	Magnetic resonance imaging or computed tomography shows herniated disc material; protrusion (base wider than herniation), extrusion (herniation wider than base), sequestration (fragment separated from disc); imaging not needed if improving with conservative treatment	Conservative management for 4 to 6 weeks: activity modification, nonsteroidal anti-inflammatory drugs, physical therapy, epidural steroid injections; Surgery (discectomy) for cauda equina syndrome, progressive neurological deficit, or refractory pain after 6 weeks conservative treatment	Y	https://www.uptodate.com/contents/lumbar-herniated-intervertebral-disk-clinical-manifestations-and-diagnosis																
Heterotopic Ossification	Patient with decreased range of motion and palpable mass after hip arthroplasty, traumatic brain injury, spinal cord injury, or severe burn; ectopic bone formation on imaging	Conversion of progenitor cells to osteogenic precursors through endochondral ossification; triggered by local tissue environment changes including oxygen tension, pH, micronutrients, and mechanical stimuli; six-stage progression from perivascular inflammation to bone formation	Most common after total hip arthroplasty, spinal cord injury, traumatic brain injury, blast trauma, elbow and acetabular fractures, thermal injury	Decreased range of motion; palpable periarticular mass; pain with movement; joint stiffness; may be asymptomatic if mild	Develops weeks to months after inciting event; progresses through inflammatory, proliferative, and ossification phases; matures over 12 to 18 months	Soft tissue tumor, myositis ossificans, osteosarcoma, calcific tendinitis, bone metastases	Radiographs show ectopic bone formation in soft tissues; alkaline phosphatase elevated during active formation; bone scan shows increased uptake; CT defines extent; MRI shows soft tissue involvement	Prophylaxis with NSAIDs or single-dose radiation after high-risk procedures; physical therapy to maintain range of motion; surgical excision after maturation at 12 to 18 months if symptomatic; indomethacin or radiation to prevent recurrence	N	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4481236/																
Hip Fractures: Femoral Neck versus Intertrochanteric	Elderly patient with fall and inability to bear weight; shortened, externally rotated leg; femoral neck fractures intracapsular with AVN risk; intertrochanteric fractures extracapsular with higher blood loss	Femoral neck fractures occur within hip joint capsule with disruption of retinacular blood supply creating avascular necrosis risk; intertrochanteric fractures occur between greater and lesser trochanters outside capsule with intact blood supply but higher perioperative mortality	Hip fractures affect 300,000 Americans annually; incidence increases with age; 90 percent occur in patients over 65 years; women affected 2 to 3 times more than men; intertrochanteric fractures more common in older patients	Groin or hip pain; inability to bear weight; shortened and externally rotated leg; femoral neck fractures may have less deformity; assess neurovascular status	Surgical intervention within 24 to 48 hours improves outcomes; mortality 20 to 30 percent at one year; complications include avascular necrosis, nonunion, venous thromboembolism, delirium	Intertrochanteric versus femoral neck fracture, hip dislocation, pubic ramus fracture, acetabular fracture, pathologic fracture	Anteroposterior pelvis and lateral hip radiographs; MRI if high suspicion with negative radiographs; Garden classification for femoral neck; Evans classification for intertrochanteric	Femoral neck: hemiarthroplasty or total hip arthroplasty for displaced fractures in elderly; internal fixation for nondisplaced or young patients; Intertrochanteric: sliding hip screw or intramedullary nail; early mobilization; venous thromboembolism prophylaxis; osteoporosis treatment	Y	https://www.aafp.org/pubs/afp/issues/2014/0815/p257.html																
Hip Labral Tear	Young athletic adult with anterior hip pain and mechanical symptoms (clicking, popping, catching); history of sports-related or traumatic injury; positive flexion adduction internal rotation and flexion abduction external rotation tests	Traumatic tear from acute injury or repetitive microtrauma; degenerative tear associated with femoroacetabular impingement, hip dysplasia, or osteoarthritis; labrum provides stability and load distribution	Affects young active adults; associated with sports requiring pivoting, cutting, or extreme range of motion (dance, gymnastics, hockey, soccer); often coexists with femoroacetabular impingement	Anterior hip or groin pain; mechanical symptoms (clicking, popping, catching); positive flexion adduction internal rotation test; positive flexion abduction external rotation test; C sign (patient grasps hip with thumb posteriorly and fingers anteriorly)	Acute onset after injury or insidious onset over months with repetitive activities	Femoroacetabular impingement, hip flexor strain, athletic pubalgia, iliopsoas tendinopathy, stress fracture, osteoarthritis	Magnetic resonance imaging with specialized hip protocols (3-tesla) or magnetic resonance arthrography; plain radiographs to assess for femoroacetabular impingement morphology or dysplasia	Conservative management: activity modification, physical therapy, nonsteroidal anti-inflammatory drugs; hip arthroscopy with labral repair or debridement for symptomatic tears failing conservative treatment; address underlying femoroacetabular impingement or instability	N	https://www.uptodate.com/contents/hip-labral-tears																
Hyperparathyroidism (Bone Manifestations)	Adult with incidental hypercalcemia and elevated parathyroid hormone; bone pain, fragility fractures, or osteoporosis; "stones, bones, groans, and psychiatric overtones"; renal stones may be present	Excessive parathyroid hormone secretion from parathyroid adenoma (most common), hyperplasia, or carcinoma; increased bone resorption and turnover; preferential cortical bone loss; increased osteoclast activity	Prevalence 0.5 to 0.7 percent; female to male ratio 3 to 1; peak incidence 50 to 60 years; most cases now diagnosed as asymptomatic hypercalcemia on routine laboratory testing	Hypercalcemia; elevated or inappropriately normal parathyroid hormone; bone pain; fragility fractures; osteoporosis (especially cortical sites like distal radius); osteitis fibrosa cystica (rare); brown tumors (rare); nephrolithiasis; neuropsychiatric symptoms	Chronic progressive over years; early diagnosis in recent decades results in milder bone involvement	Malignancy-associated hypercalcemia, familial hypocalciuric hypercalcemia, vitamin D intoxication, granulomatous disease, thiazide diuretics, lithium	Elevated serum calcium with elevated or inappropriately normal parathyroid hormone; low 25-hydroxyvitamin D common; 24-hour urine calcium; dual-energy x-ray absorptiometry showing low bone mineral density at cortical sites (distal radius, hip); renal ultrasound for stones	Parathyroidectomy for patients under 50 years, clinically significant hypercalcemia, osteoporosis, fragility fracture, renal calculi, hypercalciuria, or impaired renal function; bisphosphonates improve bone mineral density if surgery declined; cinacalcet lowers calcium but not bone mineral density	N	https://www.uptodate.com/contents/primary-hyperparathyroidism-management																
Hypoparathyroidism	Adult with hypocalcemia and low or undetectable parathyroid hormone; history of anterior neck surgery; paresthesias, muscle cramps, tetany; Chvostek and Trousseau signs positive	Inadequate parathyroid hormone secretion or action; most commonly from surgical removal or damage to parathyroid glands; autoimmune destruction; genetic causes; results in hypocalcemia, hyperphosphatemia, low 1,25-dihydroxyvitamin D	Rare; most cases from anterior neck surgery; autoimmune and genetic causes represent most other etiologies; female predominance due to higher thyroidectomy rates	Hypocalcemia; paresthesias; muscle cramps; tetany; seizures; laryngospasm; Chvostek sign; Trousseau sign; basal ganglia calcification; cataracts; neuropsychiatric symptoms; prolonged QT interval; inactive skeleton with increased bone mineral density	Acute onset if postsurgical; chronic if autoimmune or genetic	Vitamin D deficiency, hypomagnesemia, pseudohypoparathyroidism, hungry bone syndrome, acute pancreatitis, chronic kidney disease	Low serum calcium; low or undetectable parathyroid hormone; elevated phosphate; low 1,25-dihydroxyvitamin D; prolonged QT interval on electrocardiogram; imaging may show basal ganglia calcification, cataracts	Oral calcium (1 to 3 grams elemental calcium daily) and active vitamin D (calcitriol 0.25 to 2 micrograms daily or alfacalcidol); goal: serum calcium near low-normal range; recombinant human parathyroid hormone 1-84 or palopegteriparatide for replacement therapy; monitor for hypercalciuria, nephrocalcinosis, nephrolithiasis	Y	https://www.uptodate.com/contents/hypoparathyroidism-in-adults-treatment																
Iliotibial Band Syndrome	Runner with lateral knee pain; pain worse with running downhill or descending stairs; tenderness over lateral femoral epicondyle; "runner's knee"	Repetitive friction of iliotibial band over lateral femoral epicondyle during knee flexion and extension; overuse injury from running, cycling; biomechanical factors include weak hip abductors, excessive foot pronation, leg-length discrepancy	Most common cause of lateral knee pain in runners; affects 5 to 14 percent of runners; male predominance; also common in cyclists	Lateral knee pain; tenderness over lateral femoral epicondyle; pain worse with running, especially downhill; pain at 30 degrees of knee flexion; positive Ober test; positive Noble compression test; no swelling or effusion	Insidious onset over weeks; progressive with continued activity	Lateral meniscal tear, lateral collateral ligament injury, biceps femoris tendinopathy, stress fracture, patellofemoral pain syndrome	Clinical diagnosis; imaging not routinely needed; magnetic resonance imaging may show thickening of iliotibial band and fluid deep to band if diagnosis uncertain	Activity modification; rest from aggravating activities; ice; nonsteroidal anti-inflammatory drugs; stretching of iliotibial band; strengthening of hip abductors; foam rolling; correction of biomechanical factors; gradual return to activity; corticosteroid injection for refractory cases	N	https://www.uptodate.com/contents/overview-of-running-injuries-of-the-lower-extremity																
Irreducible Dislocation	Patient with joint dislocation that cannot be reduced by closed manipulation; most commonly posterolateral knee dislocation with "dimple sign" on medial knee	Soft tissue interposition preventing closed reduction; knee: medial femoral condyle buttonholes through medial capsule with medial collateral ligament and retinaculum blocking reduction	Rare; 4% of knee dislocations are irreducible; posterolateral knee dislocation most common irreducible type accounting for 85% of cases	Knee: persistent deformity after attempted reduction, dimple sign on medial aspect in 70%, valgus alignment, pain, inability to bear weight; neurovascular injury in 9%	Acute presentation following high-energy trauma; requires urgent reduction to prevent neurovascular compromise and joint damage	Reducible dislocation, fracture-dislocation, ligamentous injury without dislocation	Radiographs show persistent joint incongruity; magnetic resonance imaging demonstrates soft tissue interposition and associated ligamentous injuries; assess neurovascular status	Immediate neurovascular assessment; open or arthroscopic reduction required as closed reduction fails; repair of interposed structures including medial collateral ligament and retinaculum; ligament reconstruction staged or concurrent	Y	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6598941/																
