Condition	USMLE Classic Presentation	Pathophysiology	Epidemiology	Salient Signs & Symptoms	Time Course	Differential	Diagnostics	Treatment	Never Miss	More Info																
Classical Galactosemia	Newborn with jaundice, hepatomegaly, vomiting, lethargy, sepsis (especially Escherichia coli) after milk feeding; identified on newborn screening with elevated galactose and low galactose-1-phosphate uridylyltransferase activity	Autosomal recessive deficiency of galactose-1-phosphate uridylyltransferase enzyme; inability to convert galactose-1-phosphate to UDP-galactose in Leloir pathway; toxic accumulation of galactose-1-phosphate and galactose metabolites	1 in 30,000 to 1 in 60,000 live births; carrier frequency approximately 1 in 150	Neonatal: poor feeding, vomiting, jaundice, hepatomegaly, hypoglycemia, lethargy, Escherichia coli sepsis, cataracts, failure to thrive; Long-term (despite treatment): intellectual disability, speech apraxia, tremor, ataxia, premature ovarian insufficiency in females, decreased bone density	Presents within days to weeks after birth with milk feeding; acute symptoms resolve with galactose restriction; long-term complications develop despite dietary treatment	Duarte variant galactosemia, galactokinase deficiency, UDP-galactose-4-epimerase deficiency, hereditary fructose intolerance, tyrosinemia, neonatal sepsis	Newborn screening: elevated galactose and galactose-1-phosphate with low or absent galactose-1-phosphate uridylyltransferase activity; Confirmatory: erythrocyte galactose-1-phosphate uridylyltransferase enzyme assay (less than 5% of normal), elevated galactose-1-phosphate, genetic testing for GALT mutations	Immediate lifelong galactose-restricted and lactose-free diet (soy-based or elemental formula for infants); monitor erythrocyte galactose-1-phosphate levels; calcium and vitamin D supplementation; developmental and educational support; ophthalmology surveillance; endocrine monitoring for ovarian function	Y	https://www.ncbi.nlm.nih.gov/books/NBK1518/																
Classical Homocystinuria	Child or adolescent with downward lens dislocation, marfanoid habitus, intellectual disability, thromboembolism; "downward lens dislocation, tall and thin, clots and strokes"	Autosomal recessive deficiency of cystathionine beta-synthase enzyme; impaired conversion of homocysteine to cystathionine in transsulfuration pathway; accumulation of homocysteine and methionine causes endothelial damage, thrombosis, connective tissue abnormalities	1 in 200,000 to 335,000 live births worldwide; higher in certain populations (Ireland 1 in 65,000, Qatar 1 in 1,800)	Ocular: ectopia lentis (downward and inward displacement), severe myopia, glaucoma, retinal detachment; Skeletal: marfanoid habitus (tall stature, long limbs, arachnodactyly), scoliosis, pectus deformities, osteoporosis; Vascular: thromboembolism (arterial and venous), stroke, myocardial infarction; Neurologic: intellectual disability (50%), seizures, psychiatric symptoms; Other: fair hair and skin, malar flush	Lens dislocation typically by age 10 years; thrombotic events can occur at any age (25% by age 15, 50% by age 30 without treatment); intellectual disability present from early childhood in untreated cases	Marfan syndrome (upward lens dislocation), remethylation defects (low methionine), MTHFR deficiency, other causes of thrombophilia, homocysteinemia from nutritional deficiencies	Elevated total plasma homocysteine (greater than 100 micromol per liter); elevated methionine; low or normal cysteine; genetic testing for CBS mutations; pyridoxine responsiveness trial (50% respond); urine sodium nitroprusside test positive (screening)	Pyridoxine-responsive: high-dose vitamin B6 (100 to 500 mg daily); Pyridoxine-non-responsive: betaine (6 to 9 grams daily), methionine-restricted diet, cysteine supplementation; All patients: folic acid, vitamin B12, aspirin for thromboprophylaxis; avoid estrogen-containing medications	Y	https://www.ncbi.nlm.nih.gov/books/NBK1524/																
Common Variable Immunodeficiency	Adult (20 to 40 years) with recurrent sinopulmonary infections, bronchiectasis, autoimmune manifestations, splenomegaly, lymphadenopathy; low IgG and IgA with poor vaccine responses; "most common symptomatic primary immunodeficiency in adults"	Heterogeneous group of disorders with defects in B-cell differentiation and antibody production; multiple genetic causes identified (TNFRSF13B, TNFRSF13C, CD19, CD81, ICOS, others) but most cases genetically undefined; impaired B-cell maturation and plasma cell development	Most common symptomatic primary immunodeficiency; prevalence 1 in 25,000 to 1 in 50,000; equal male and female distribution; peak diagnosis age 20 to 40 years	Recurrent sinopulmonary infections (75%), bronchiectasis (28%), autoimmune manifestations (29% including immune thrombocytopenia, autoimmune hemolytic anemia), splenomegaly (13 to 26%), lymphadenopathy (27%), granulomatous disease, inflammatory bowel disease (11%), lymphoma (increased risk), chronic diarrhea, malabsorption	Bimodal presentation: childhood or young adulthood (20 to 40 years); diagnostic delay of 5 to 8 years common; progressive complications over time	Selective IgA deficiency, X-linked agammaglobulinemia, hyper-IgM syndrome, secondary hypogammaglobulinemia (lymphoma, medications), Good syndrome	Reduced IgG (at least 2 standard deviations below mean) with low IgA and/or IgM; poor specific antibody responses to protein and polysaccharide vaccines; normal or low B-cell numbers; exclude secondary causes; genetic testing identifies cause in 10 to 30%	Immunoglobulin replacement therapy (intravenous or subcutaneous 400 to 600 mg per kg per month); prompt treatment of infections; immunosuppression for autoimmune and inflammatory complications; regular monitoring for bronchiectasis, malignancy, liver disease; pulmonary function testing; avoid live vaccines	N	https://www.ncbi.nlm.nih.gov/books/NBK1299/																
Diabetic Ketoacidosis	Patient with type 1 diabetes presents with nausea, vomiting, abdominal pain, Kussmaul respirations, fruity breath odor; "hyperglycemia, high anion gap acidosis, ketones"	Absolute or relative insulin deficiency leads to increased lipolysis and ketogenesis; counterregulatory hormones (glucagon, cortisol, catecholamines) promote gluconeogenesis and glycogenolysis; accumulation of ketoacids (beta-hydroxybutyrate, acetoacetate) causes metabolic acidosis	Affects all ages; 36% of cases in patients younger than 30 years, 27% ages 30 to 50, 23% ages 51 to 70, 14% older than 70; case fatality rate 1 to 5%; one-third occur in patients without known diabetes	Polyuria, polydipsia, weight loss, fatigue, nausea, vomiting, abdominal pain, Kussmaul respirations (deep rapid breathing), fruity breath odor, dehydration, altered mental status ranging from lethargy to coma; may have preceding infection or illness	Develops over hours to days; most common precipitants are insulin nonadherence, infection, new-onset diabetes; can present with euglycemic diabetic ketoacidosis (glucose less than 250 mg per dL) with sodium-glucose cotransporter-2 inhibitors, starvation, pregnancy, alcohol	Hyperosmolar hyperglycemic state, alcoholic ketoacidosis, starvation ketosis, lactic acidosis, salicylate toxicity, methanol or ethylene glycol poisoning, uremia, pancreatitis, gastroenteritis	Glucose greater than or equal to 200 mg per dL, pH less than 7.3, bicarbonate less than 18 mmol per L, beta-hydroxybutyrate greater than or equal to 3.0 mmol per L or urine ketones 2 plus or greater, elevated anion gap; check electrolytes, blood urea nitrogen, creatinine, complete blood count, urinalysis, electrocardiogram	Intravenous fluids (normal saline initially), intravenous insulin infusion (0.1 units per kg per hour), potassium replacement when less than 5.3 mEq per L, dextrose when glucose less than 200 mg per dL; early subcutaneous basal insulin (glargine) may speed resolution; monitor glucose and electrolytes frequently; treat precipitating cause	Y	https://www.ncbi.nlm.nih.gov/books/NBK560723/																
DiGeorge Syndrome (22q11.2 Deletion Syndrome)	Newborn with congenital heart defect, hypocalcemic seizures, absent thymic shadow on chest radiograph, characteristic facies; "CATCH-22: Cardiac defects, Abnormal facies, Thymic hypoplasia, Cleft palate, Hypocalcemia, 22q11.2 deletion"	Microdeletion of chromosome 22q11.2 (most commonly 2.5 megabase deletion between low-copy repeats A and D); haploinsufficiency of multiple genes including TBX1 leads to abnormal development of third and fourth pharyngeal pouches affecting thymus, parathyroids, heart, and face	1 in 2,000 to 4,000 live births; most common microdeletion disorder in humans; 90% de novo, 10% inherited	Congenital heart defects (74%, especially conotruncal malformations, tetralogy of Fallot, interrupted aortic arch), thymic hypoplasia with T-cell immunodeficiency, hypoparathyroidism with hypocalcemia, velopharyngeal insufficiency, cleft palate, characteristic facies (hooded eyelids, bulbous nasal tip, small ears), developmental delay, learning disabilities, psychiatric disorders (schizophrenia in 25%), renal anomalies (30%)	Congenital malformations present at birth; hypocalcemia may present in neonatal period with seizures or tetany; immunodeficiency becomes apparent in infancy; developmental and psychiatric manifestations emerge in childhood and adolescence	Velocardiofacial syndrome (same disorder), CHARGE syndrome, other causes of neonatal hypocalcemia, severe combined immunodeficiency, other chromosomal disorders with cardiac defects	Fluorescence in situ hybridization or chromosomal microarray showing 22q11.2 deletion; low calcium with low or inappropriately normal parathyroid hormone; lymphopenia with low T cells; chest radiograph showing absent thymic shadow; echocardiogram for cardiac defects	Calcium and vitamin D supplementation for hypoparathyroidism; cardiac surgery for congenital heart defects; speech therapy for velopharyngeal insufficiency; immunoglobulin replacement if significant antibody deficiency; avoid live vaccines if severe T-cell deficiency; developmental and psychiatric support; genetic counseling	Y	https://www.ncbi.nlm.nih.gov/books/NBK1523/																
Glucose 6 Phosphate Dehydrogenase Deficiency	Male of African, Mediterranean, or Asian descent with acute hemolytic anemia after fava bean ingestion, infection, or oxidant drug exposure; "back from malaria-endemic area, ate fava beans, now has dark urine"	X-linked recessive disorder caused by mutations in G6PD gene; deficiency of glucose-6-phosphate dehydrogenase enzyme impairs pentose phosphate pathway; reduced NADPH production compromises red blood cell defense against oxidative stress; over 200 mutations with variable severity	Most common human enzymopathy affecting approximately 400 to 500 million people worldwide; highest prevalence in malaria-endemic regions (Africa, Mediterranean, Middle East, Southeast Asia); protective against Plasmodium falciparum malaria	Acute hemolytic anemia triggered by oxidant stress (infections, fava beans, drugs like primaquine, rasburicase, dapsone, sulfonamides); hemoglobinuria, jaundice, pallor, fatigue, shortness of breath; neonatal jaundice; chronic nonspherocytic hemolytic anemia in rare severe variants; most individuals asymptomatic between episodes	Acute hemolytic episodes occur hours to days after trigger exposure; neonatal jaundice in first week of life; chronic hemolysis only in severe variants; most patients asymptomatic throughout life	Hereditary spherocytosis, autoimmune hemolytic anemia, other causes of hemolytic anemia, pyruvate kinase deficiency	Quantitative G6PD enzyme activity assay (may be falsely normal during acute hemolysis due to reticulocytosis); repeat testing 2 to 3 months after acute episode; genetic testing for G6PD mutations; peripheral smear showing bite cells and Heinz bodies during acute hemolysis	Avoid known triggers (fava beans, oxidant drugs); supportive care during acute hemolysis including hydration and transfusion if severe; treat underlying infections; neonatal jaundice may require phototherapy or exchange transfusion; patient education regarding trigger avoidance	Y	https://www.ncbi.nlm.nih.gov/books/NBK1116/																
Gorlin Syndrome	Adolescent with multiple basal cell carcinomas, jaw cysts, palmar/plantar pits, and macrocephaly with prominent forehead	Autosomal dominant disorder caused by mutations in PTCH1 gene (Hedgehog signaling pathway); constitutive pathway activation leads to uncontrolled tumor cell growth	1 in 31,000 to 1 in 256,000 individuals; variable expressivity	Multiple basal cell carcinomas beginning in adolescence/early adulthood, keratocystic odontogenic tumors of jaw, palmar/plantar pits, macrocephaly, skeletal abnormalities (bifid ribs, spine anomalies), medulloblastoma in childhood (rare), cardiac and ovarian fibromas	Basal cell carcinomas develop during adolescence to early adulthood; keratocystic odontogenic tumors appear in adolescence and form until age 30; lifelong cancer risk	Familial basal cell carcinoma, multiple hereditary exostoses, other nevoid syndromes	Clinical diagnosis based on major and minor criteria; genetic testing for PTCH1 mutations; panoramic dental radiographs showing jaw cysts; skin biopsy of lesions	Lifetime surveillance with dermatologic exams every 6-12 months, annual panoramic dental radiographs, treatment of basal cell carcinomas (surgical excision, topical therapies, Hedgehog pathway inhibitors like vismodegib for advanced disease), management of keratocystic odontogenic tumors; strict sun protection	N	https://www.ncbi.nlm.nih.gov/books/NBK1151/																
Hartnup Disease	Child with intermittent cerebellar ataxia, photosensitive pellagra-like rash, psychiatric symptoms; neutral aminoaciduria; "pellagra-like rash, ataxia, neutral amino acids in urine"	Autosomal recessive deficiency of neutral amino acid transporter SLC6A19 in renal proximal tubules and intestinal epithelium; impaired absorption and reabsorption of neutral amino acids (especially tryptophan) leads to niacin deficiency and pellagra-like symptoms	1 in 24,000 to 1 in 30,000 live births; many remain asymptomatic throughout life	Most asymptomatic; Symptomatic episodes: photosensitive pellagra-like rash (erythematous, scaly on sun-exposed areas), cerebellar ataxia, psychiatric symptoms (depression, psychosis, emotional lability), short stature, aminoaciduria (alanine, serine, threonine, valine, leucine, isoleucine, phenylalanine, tyrosine, tryptophan, histidine, glutamine, asparagine)	Episodes typically in childhood; triggered by illness, stress, poor nutrition, fever, sunlight exposure; symptoms resolve with treatment; aminoaciduria persists lifelong	Pellagra (niacin deficiency), other causes of cerebellar ataxia, photosensitivity disorders, other aminoacidurias, malabsorption syndromes	Urine amino acid analysis showing increased neutral amino acids with normal plasma amino acids; genetic testing for SLC6A19 mutations; exclude nutritional niacin deficiency	Nicotinamide or nicotinic acid supplementation (50 to 300 mg daily); high-protein diet; avoid triggers (sun exposure, fasting, stress); symptomatic treatment during episodes; most patients do well with dietary management	N	https://www.ncbi.nlm.nih.gov/books/NBK1116/																
Hereditary Non-Polyposis Colorectal Cancer (a.k.a. Lynch Syndrome)	Young patient with right-sided colon cancer and family history of colorectal and endometrial cancers; Amsterdam criteria or Bethesda guidelines	Autosomal dominant disorder caused by germline pathogenic variants in DNA mismatch repair genes (MLH1, MSH2, MSH6, PMS2) or EPCAM deletion; defective mismatch repair leads to microsatellite instability and hypermutation	1 in 279 to 1 in 600 individuals; accounts for 3% of all colorectal cancers	Colorectal cancer at young age (mean 44-49 years), right-sided colon predominance, endometrial cancer (21-60% lifetime risk), ovarian cancer, gastric cancer, urothelial cancers, sebaceous neoplasms in Muir-Torre variant; no polyposis	Colorectal cancer typically develops in 30s-50s; endometrial cancer mean age 47-49 years; metachronous cancers common	Familial adenomatous polyposis, MUTYH-associated polyposis, sporadic colorectal cancer, constitutional mismatch repair deficiency syndrome	Tumor testing for microsatellite instability or loss of mismatch repair protein expression by immunohistochemistry, germline genetic testing for MMR gene mutations, elevated tumor mutational burden	Colonoscopy every 1-2 years starting age 20-25 years, consider daily aspirin 600 mg for chemoprevention, risk-reducing hysterectomy and bilateral salpingo-oophorectomy for women after childbearing, subtotal colectomy preferred over segmental resection for colorectal cancer, immune checkpoint inhibitors for metastatic disease	N	https://www.ncbi.nlm.nih.gov/books/NBK1211/																
Hers Disease (Glycogen Storage Disease Type VI)	Child with hepatomegaly, mild growth retardation, mild fasting hypoglycemia; benign course; "mild liver glycogen storage, grows out of it"	Autosomal recessive deficiency of liver glycogen phosphorylase (PYGL); impaired hepatic glycogenolysis leads to glycogen accumulation in liver; milder than Von Gierke disease because gluconeogenesis remains intact	Rare; estimated 1 in 65,000 to 1 in 85,000; one of the milder glycogen storage diseases	Hepatomegaly (often massive), mild growth retardation in childhood with catch-up growth at puberty, mild fasting hypoglycemia (usually asymptomatic), hyperlipidemia, elevated transaminases, normal lactate and uric acid (unlike Von Gierke), normal muscle function, generally benign course	Presents in early childhood (1-5 years) with hepatomegaly; symptoms improve with age; hepatomegaly may resolve by adulthood; excellent long-term prognosis	Von Gierke disease, other glycogen storage diseases, hepatic steatosis, other causes of hepatomegaly in children	Mild fasting hypoglycemia with normal lactate and uric acid; elevated transaminases; hyperlipidemia; liver biopsy showing glycogen accumulation with absent or reduced liver phosphorylase activity; genetic testing for PYGL mutations; glucagon stimulation test showing blunted glucose response	Frequent meals to prevent hypoglycemia; uncooked cornstarch for overnight fasting; high-protein diet; treatment of hyperlipidemia if needed; generally excellent prognosis with minimal intervention	N	https://www.ncbi.nlm.nih.gov/books/NBK1312/																
Holoprosencephaly	Newborn with cyclopia, proboscis above single eye, or hypotelorism with midline facial defects; "the face predicts the brain"	Failure of prosencephalon to divide into two hemispheres during 5th gestational week due to defective neural induction and patterning; may be caused by genetic mutations, chromosomal abnormalities, or teratogens	1 in 10,000 to 1 in 16,000 live births; most severe forms result in fetal demise	Spectrum from alobar (most severe: cyclopia, proboscis, single ventricle) to lobar (least severe: hypotelorism, cleft lip/palate, single maxillary central incisor); microcephaly or hydrocephalus, intellectual disability, seizures, endocrine dysfunction	Congenital malformation present at birth; severe forms often lethal in infancy; milder forms may survive into teens with severe developmental delays	Aprosencephaly, atelencephaly, septo-optic dysplasia, other midline brain malformations, chromosomal syndromes	Prenatal ultrasound or MRI showing absent or incomplete interhemispheric fissure, fused thalami, monoventricle; postnatal brain MRI; karyotype to exclude chromosomal causes; genetic testing	Supportive care including seizure management, endocrine replacement therapy, feeding support, management of hydrocephalus if present; no curative treatment	Y	https://www.ncbi.nlm.nih.gov/books/NBK1530/																
Homocysteinemia (Hyperhomocysteinemia)	Adult with mild elevation of homocysteine, increased cardiovascular risk, possible thrombosis; often asymptomatic; "mild homocysteine elevation, vascular disease risk factor"	Multifactorial causes: nutritional deficiencies (folate, vitamin B6, B12), MTHFR polymorphisms (C677T variant), renal impairment, medications, lifestyle factors; impaired remethylation or transsulfuration of homocysteine leads to mild accumulation	Mild hyperhomocysteinemia (15 to 30 micromol per liter) affects 5 to 7% of general population, 40% of patients with vascular disease; moderate (30 to 100 micromol per liter) and severe (greater than 100 micromol per liter) less common	Often asymptomatic; associated with increased risk of atherosclerosis, coronary artery disease, stroke, venous thromboembolism, pregnancy complications (preeclampsia, neural tube defects), cognitive decline, osteoporosis; no characteristic physical findings	Develops gradually over years; cardiovascular and thrombotic complications typically in adulthood; reversible with treatment of underlying cause	Classical homocystinuria, MTHFR deficiency, vitamin B12 deficiency, folate deficiency, renal failure, medication effects (methotrexate, phenytoin)	Fasting total plasma homocysteine: mild (15 to 30 micromol per liter), moderate (30 to 100 micromol per liter), severe (greater than 100 micromol per liter); normal or low methionine (distinguishes from classical homocystinuria); vitamin B12, folate, B6 levels; renal function; MTHFR genotyping if indicated	Treat underlying cause: folic acid (0.4 to 5 mg daily), vitamin B12 (400 to 1000 micrograms daily), vitamin B6 (10 to 50 mg daily); lifestyle modifications (smoking cessation, diet); manage cardiovascular risk factors; betaine for refractory cases	N	https://www.ncbi.nlm.nih.gov/books/NBK6580/																
Hydatidiform Mole	First trimester vaginal bleeding with "snowstorm" or "cluster of grapes" appearance on ultrasound; human chorionic gonadotropin greater than 100,000 international units per liter	Complete mole: diploid 46,XX or 46,XY from paternal DNA only (fertilization of empty ovum with sperm duplication or dispermic fertilization); Partial mole: triploid from dispermic fertilization of normal ovum; unregulated trophoblastic proliferation with elevated human chorionic gonadotropin production	1 to 3 per 1000 pregnancies; higher incidence in East Asia; increased risk in women younger than 16 years or older than 45 years	Vaginal bleeding in first trimester, uterine size larger than dates, hyperemesis gravidarum, early preeclampsia, theca lutein cysts, absent fetal heart tones; ultrasound shows vesicular pattern (hydropic villi) in complete mole or focal cystic placental changes with nonviable fetus in partial mole	Presents in first trimester; requires surgical evacuation; 15% of complete moles and 0.5 to 1% of partial moles progress to gestational trophoblastic neoplasia requiring chemotherapy	Missed abortion, ectopic pregnancy, threatened abortion, twin pregnancy with one normal fetus and one molar pregnancy	Markedly elevated human chorionic gonadotropin (often greater than 100,000 international units per liter for complete mole); pelvic ultrasound showing characteristic findings; histopathologic examination after dilation and curettage confirms diagnosis	Suction dilation and curettage for evacuation; serial human chorionic gonadotropin monitoring until undetectable then for 6 months; single-agent chemotherapy (methotrexate or dactinomycin) for gestational trophoblastic neoplasia; avoid pregnancy until human chorionic gonadotropin normalized for 6 months	Y	https://www.ncbi.nlm.nih.gov/books/NBK470267/																
Hyper-Immunoglobulin M Syndrome	Male child with recurrent sinopulmonary and opportunistic infections (Pneumocystis jirovecii pneumonia, Cryptosporidium), neutropenia, normal or elevated IgM with low IgG and IgA; "high IgM, low other immunoglobulins, opportunistic infections"	X-linked form (70%): CD40 ligand (CD40L) deficiency due to CD40LG mutations; impaired T-cell help for B-cell class switching and defective cell-mediated immunity; Autosomal recessive forms: CD40, AID, UNG deficiencies affecting class switch recombination	X-linked form: 1 in 500,000 to 1 in 1,000,000 male births; autosomal recessive forms rarer	Recurrent bacterial sinopulmonary infections, opportunistic infections (Pneumocystis jirovecii, Cryptosporidium causing sclerosing cholangitis, Toxoplasma), neutropenia (77% in CD40L deficiency), autoimmune manifestations, lymphoid hyperplasia, increased malignancy risk; CD40L deficiency has more severe phenotype with opportunistic infections	X-linked form presents in infancy to early childhood; autosomal recessive forms may present later with milder phenotype; progressive complications without treatment	Common variable immunodeficiency, other combined immunodeficiencies, transient hypogammaglobulinemia of infancy, HIV infection	Normal or elevated IgM with markedly reduced IgG and IgA; absent isohemagglutinins; poor specific antibody responses; flow cytometry for CD40L expression on activated T cells; genetic testing for CD40LG, CD40, AICDA, UNG mutations; neutropenia and eosinophilia common in CD40L deficiency	X-linked form: hematopoietic stem cell transplantation is curative; immunoglobulin replacement therapy; Pneumocystis jirovecii prophylaxis (trimethoprim-sulfamethoxazole); prompt treatment of infections; Autosomal recessive forms: immunoglobulin replacement, antibiotics; stem cell transplantation for severe cases	Y	https://www.ncbi.nlm.nih.gov/books/NBK1402/																
Hyperammonemia	Newborn with lethargy, vomiting, and respiratory alkalosis 24-48 hours after first feeding; "protein avoidance" in older patients	Impaired ammonia detoxification via urea cycle (primary defects in enzymes or transporters) or secondary inhibition (liver failure, portosystemic shunting, drugs, infections with urease-producing organisms). Ammonia is neurotoxic, causing astrocyte swelling and cerebral edema	Most common in neonates with urea cycle disorders; can present at any age. Acquired causes (liver failure, portosystemic shunts) more common in adults	Neuropsychiatric symptoms: altered mental status, lethargy, somnolence, vomiting, seizures, coma, tachypnea with respiratory alkalosis. Chronic: developmental delay, cognitive deficits, protein avoidance, psychiatric symptoms	Acute: hours to days (medical emergency). Chronic: insidious onset with episodic decompensation triggered by infection, fasting, high protein intake, or stress	Sepsis, intracranial hemorrhage, hypoxic-ischemic encephalopathy, meningitis/encephalitis, hepatic encephalopathy, drug intoxication (valproic acid, asparaginase, 5-fluorouracil), Reye syndrome, organic acidurias, fatty acid oxidation defects	Plasma ammonia greater than 100 micromoles per liter in neonates or greater than 50 micromoles per liter in older patients. Plasma amino acids, urine orotic acid, liver function tests, blood gas (respiratory alkalosis). Genetic testing for urea cycle disorders if indicated	Immediate: stop protein intake, provide high-calorie glucose infusion to prevent catabolism. Hemodialysis for severe elevations (greater than 3-4 times upper limit of normal). Nitrogen scavengers: sodium benzoate, sodium phenylbutyrate. Arginine or citrulline supplementation. Treat underlying cause. Liver transplantation for refractory cases	Y	https://www.uptodate.com/contents/urea-cycle-disorders-overview																
